id,education,income,recency,age,divorced,single,together,widow,children_home,lifetime,wines,fruits,meat,fish,sweet,golds,total_amount,deals_p,web_p,catalog_p,store_p,web_visits,total_p,accepted_cmp
1411,2,82623.0,58,62,1,0,0,0,0,10.966666666666667,0.2170212765957447,0.036170212765957444,0.2170212765957447,0.1829787234042553,0.16276595744680852,0.18404255319148935,940,0.06666666666666667,0.13333333333333333,0.6,0.26666666666666666,1,15,0
8553,2,44300.0,65,49,0,0,1,0,2,15.633333333333333,0.7142857142857143,0.0,0.21428571428571427,0.0,0.0,0.07142857142857142,42,0.5,0.25,0.0,0.75,6,4,0
1826,2,84835.0,0,44,1,0,0,0,0,3.7,0.1588235294117647,0.08739495798319327,0.31848739495798317,0.09327731092436975,0.1588235294117647,0.18319327731092436,1190,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.42857142857142855,1,14,1
8842,2,30372.0,33,43,0,0,0,1,2,21.633333333333333,0.3409090909090909,0.0,0.2727272727272727,0.1590909090909091,0.06818181818181818,0.1590909090909091,44,0.6,0.4,0.0,0.6,7,5,0
11030,3,33181.0,90,38,0,0,1,0,1,9.166666666666666,0.5625,0.0,0.1875,0.0,0.0,0.25,16,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,6,3,1
2579,2,71113.0,95,57,0,0,1,0,1,9.733333333333333,0.592814371257485,0.03952095808383234,0.30538922155688625,0.013173652694610778,0.03952095808383234,0.009580838323353293,835,0.18181818181818182,0.2727272727272727,0.3181818181818182,0.4090909090909091,4,22,0
175,2,71952.0,93,28,0,0,1,0,1,21.1,0.4546084546084546,0.05544005544005544,0.3153153153153153,0.036036036036036036,0.07415107415107415,0.06444906444906445,1443,0.1,0.4,0.2,0.4,4,20,2
9185,4,69759.0,38,48,0,1,0,0,0,11.4,0.4392614188532556,0.019436345966958212,0.49951409135082603,0.012633624878522837,0.029154518950437316,0.0,1029,0.2,0.26666666666666666,0.4,0.3333333333333333,3,15,1
11056,2,72099.0,18,40,0,0,1,0,0,23.6,0.4595959595959596,0.0765993265993266,0.3451178451178451,0.10016835016835017,0.0,0.018518518518518517,1188,0.058823529411764705,0.17647058823529413,0.23529411764705882,0.5882352941176471,1,17,0
9365,4,60000.0,57,38,0,1,0,0,1,21.733333333333334,0.8206734534064213,0.0,0.16992952231793265,0.0,0.0,0.009397024275646046,1277,0.2631578947368421,0.5789473684210527,0.15789473684210525,0.2631578947368421,6,19,0
6201,2,38643.0,45,36,0,1,0,0,2,10.333333333333334,0.4489795918367347,0.04081632653061224,0.2857142857142857,0.0,0.02040816326530612,0.20408163265306123,49,0.4,0.4,0.0,0.6,7,5,0
2061,2,50737.0,61,59,0,0,1,0,1,17.066666666666666,0.7878787878787878,0.0,0.1111111111111111,0.0,0.0,0.10101010101010101,99,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,6,6,1
6184,4,68462.0,6,45,0,0,1,0,0,22.066666666666666,0.33592814371257484,0.03832335329341317,0.47005988023952094,0.05029940119760479,0.07664670658682635,0.02874251497005988,1670,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.5714285714285714,1,14,0
6142,3,65073.0,65,71,0,0,1,0,0,13.7,0.6988888888888889,0.01888888888888889,0.19666666666666666,0.07666666666666666,0.0,0.008888888888888889,900,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.38461538461538464,2,13,0
4107,4,46681.0,52,66,0,0,1,0,2,12.066666666666666,0.6329411764705882,0.03529411764705882,0.1623529411764706,0.03529411764705882,0.04470588235294118,0.08941176470588236,425,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,5,14,0
7274,2,78618.0,87,57,0,0,1,0,0,24.566666666666666,0.341848583372039,0.07570831398049234,0.3799349744542499,0.09846725499303298,0.07570831398049234,0.02833255921969345,2153,0.047619047619047616,0.19047619047619047,0.3333333333333333,0.47619047619047616,2,21,1
9336,4,62187.0,38,45,0,0,0,1,1,6.566666666666666,0.8050314465408805,0.0,0.13050314465408805,0.0,0.0,0.06446540880503145,636,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.5555555555555556,4,18,0
2958,2,28442.0,53,36,0,0,1,0,2,7.433333333333334,0.3333333333333333,0.05263157894736842,0.17543859649122806,0.19298245614035087,0.14035087719298245,0.10526315789473684,57,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,4,7,0
933,4,37717.0,31,36,0,0,1,0,1,22.7,0.36,0.0,0.24,0.16,0.04,0.2,25,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9,3,0
5837,2,51479.0,67,47,0,0,1,0,2,21.533333333333335,0.5,0.016194331983805668,0.32388663967611336,0.012145748987854251,0.016194331983805668,0.13157894736842105,494,0.4666666666666667,0.4,0.2,0.4,7,15,0
10704,2,54803.0,65,45,0,1,0,0,1,25.833333333333332,0.5829725829725829,0.0,0.13275613275613277,0.04040404040404041,0.03896103896103896,0.2049062049062049,693,0.11764705882352941,0.35294117647058826,0.11764705882352941,0.5294117647058824,4,17,0
5125,2,79530.0,64,54,0,0,1,0,0,16.866666666666667,0.2470326409495549,0.0,0.6045994065281899,0.0956973293768546,0.03115727002967359,0.021513353115727003,1348,0.04,0.16,0.4,0.44,2,25,0
4432,2,31615.0,82,38,1,0,0,0,1,18.933333333333334,0.0392156862745098,0.058823529411764705,0.39215686274509803,0.11764705882352941,0.21568627450980393,0.17647058823529413,51,0.4,0.4,0.0,0.6,7,5,0
5955,2,72025.0,27,52,0,0,1,0,0,22.9,0.4311594202898551,0.017080745341614908,0.2841614906832298,0.07815734989648034,0.06884057971014493,0.12060041407867494,1932,0.06666666666666667,0.26666666666666666,0.2,0.5333333333333333,3,15,0
2928,4,52614.0,63,39,0,1,0,0,1,22.433333333333334,0.796969696969697,0.0,0.14343434343434344,0.012121212121212121,0.00909090909090909,0.03838383838383838,990,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5714285714285714,8,14,0
5680,1,35684.0,66,30,0,0,1,0,1,5.533333333333333,0.3333333333333333,0.13333333333333333,0.23333333333333334,0.0,0.2,0.1,30,0.25,0.25,0.0,0.75,6,4,0
10313,2,48178.0,69,39,0,0,1,0,2,23.566666666666666,0.6259842519685039,0.015748031496062992,0.17716535433070865,0.023622047244094488,0.007874015748031496,0.14960629921259844,254,0.6,0.5,0.1,0.4,8,10,0
2557,3,29548.0,52,44,0,1,0,0,1,13.4,0.2413793103448276,0.034482758620689655,0.20689655172413793,0.10344827586206896,0.034482758620689655,0.3793103448275862,29,0.25,0.25,0.25,0.5,4,4,1
1245,2,63810.0,45,48,0,1,0,0,1,23.1,0.712618526622903,0.0087527352297593,0.18453683442742524,0.011670313639679067,0.0087527352297593,0.0736688548504741,1371,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.631578947368421,8,19,1
1519,4,38578.0,2,42,0,1,0,0,2,15.666666666666666,0.5205479452054794,0.0547945205479452,0.3013698630136986,0.0410958904109589,0.0410958904109589,0.0410958904109589,73,0.5,0.5,0.0,0.5,8,6,1
10703,3,46098.0,86,39,0,1,0,0,2,25.933333333333334,0.475,0.0,0.225,0.0,0.0,0.3,120,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,8,7,0
1726,2,22585.0,23,44,0,1,0,0,0,18.866666666666667,0.037037037037037035,0.1111111111111111,0.18518518518518517,0.16049382716049382,0.024691358024691357,0.48148148148148145,81,0.25,0.25,0.25,0.5,9,4,2
4459,2,30279.0,13,25,0,1,0,0,1,21.466666666666665,0.2702702702702703,0.10810810810810811,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.02702702702702703,37,0.25,0.25,0.0,0.75,8,4,0
1729,4,66426.0,14,53,0,0,1,0,1,12.266666666666667,0.7574437182280319,0.017429193899782137,0.07044299201161947,0.023238925199709513,0.017429193899782137,0.1140159767610748,1377,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.5555555555555556,6,18,0
1517,2,30822.0,92,45,0,1,0,0,1,15.933333333333334,0.058823529411764705,0.17647058823529413,0.2549019607843137,0.0392156862745098,0.23529411764705882,0.23529411764705882,51,0.25,0.25,0.0,0.75,7,4,0
2098,4,33581.0,38,45,0,0,1,0,2,21.166666666666668,0.6470588235294118,0.0,0.29411764705882354,0.0,0.0,0.058823529411764705,17,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,8,3,0
9543,2,19986.0,74,29,0,0,1,0,1,10.833333333333334,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.0,0.09090909090909091,0.2727272727272727,22,0.3333333333333333,0.0,0.0,1.0,7,3,0
6878,2,27421.0,14,60,0,0,0,1,0,22.066666666666666,0.13271604938271606,0.037037037037037035,0.2962962962962963,0.24074074074074073,0.12345679012345678,0.1697530864197531,324,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.5454545454545454,7,11,0
3310,1,35688.0,94,41,0,0,1,0,3,25.8,0.3459715639810427,0.014218009478672985,0.4265402843601896,0.05687203791469194,0.004739336492890996,0.15165876777251186,211,0.7777777777777778,0.4444444444444444,0.1111111111111111,0.4444444444444444,8,9,0
2724,3,36143.0,33,33,0,1,0,0,1,6.3,0.631578947368421,0.0,0.05263157894736842,0.0,0.0,0.3157894736842105,19,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,3,3,0
948,2,10245.0,32,43,0,1,0,0,1,16.933333333333334,0.0975609756097561,0.17073170731707318,0.17073170731707318,0.14634146341463414,0.0975609756097561,0.3170731707317073,41,0.6,0.2,0.4,0.4,5,5,0
6720,3,43795.0,11,46,0,0,1,0,1,11.8,0.6382113821138211,0.022357723577235773,0.10772357723577236,0.008130081300813009,0.006097560975609756,0.21747967479674796,492,0.21428571428571427,0.5,0.21428571428571427,0.2857142857142857,7,14,2
6202,2,63381.0,78,54,0,0,1,0,1,24.333333333333332,0.5681592039800994,0.04975124378109453,0.14129353233830846,0.03283582089552239,0.04975124378109453,0.1582089552238806,1005,0.18181818181818182,0.18181818181818182,0.22727272727272727,0.5909090909090909,2,22,0
2066,2,38823.0,56,65,0,0,1,0,1,25.533333333333335,0.6140350877192983,0.0,0.09649122807017543,0.017543859649122806,0.07017543859649122,0.20175438596491227,114,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,6,6,0
9799,4,83664.0,57,46,1,0,0,0,2,17.166666666666668,0.7382779198635976,0.017902813299232736,0.1287297527706735,0.023870417732310314,0.017902813299232736,0.0733162830349531,1173,0.1875,0.125,0.125,0.75,5,16,0
8318,2,90300.0,7,35,0,0,1,0,0,9.166666666666666,0.34177215189873417,0.07710011507479862,0.4522439585730725,0.0189873417721519,0.07710011507479862,0.03279631760644419,1738,0.0,0.2631578947368421,0.3157894736842105,0.42105263157894735,1,19,1
5642,3,62499.0,0,35,0,0,1,0,1,10.0,0.6306306306306306,0.018018018018018018,0.2747747747747748,0.0,0.05855855855855856,0.018018018018018018,222,0.2,0.3,0.1,0.6,4,10,0
2669,2,74293.0,66,21,0,1,0,0,0,5.133333333333334,0.33274179236912155,0.13487133984028393,0.2972493345164153,0.08251996450754215,0.08074534161490683,0.07187222715173026,1127,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.4,2,15,0
455,4,51012.0,86,68,0,0,1,0,0,17.833333333333332,0.4880382775119617,0.0430622009569378,0.3014354066985646,0.009569377990430622,0.0430622009569378,0.11483253588516747,209,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.4444444444444444,6,9,0
7683,3,70777.0,80,46,0,0,1,0,1,7.4,0.7039390088945362,0.044472681067344345,0.14358322744599747,0.0,0.008894536213468869,0.09911054637865312,787,0.15,0.25,0.15,0.6,3,20,0
3428,4,68682.0,56,23,0,0,1,0,0,12.133333333333333,0.5750938673341677,0.0,0.3160200250312891,0.06195244055068836,0.01877346683354193,0.028160200250312892,1598,0.043478260869565216,0.17391304347826086,0.391304347826087,0.43478260869565216,2,23,0
7414,2,43824.0,18,43,0,0,1,0,2,25.0,0.5161290322580645,0.005376344086021506,0.22580645161290322,0.06451612903225806,0.016129032258064516,0.17204301075268819,186,0.5,0.375,0.125,0.5,8,8,0
6354,2,15345.0,51,30,0,0,1,0,1,25.5,0.10638297872340426,0.0425531914893617,0.3404255319148936,0.06382978723404255,0.0425531914893617,0.40425531914893614,47,0.5,0.25,0.25,0.5,8,4,1
798,2,23442.0,71,27,0,1,0,0,1,21.666666666666668,0.07407407407407407,0.0,0.2222222222222222,0.2962962962962963,0.2222222222222222,0.18518518518518517,27,0.25,0.25,0.0,0.75,7,4,0
8213,1,14515.0,71,34,0,0,1,0,1,23.166666666666668,0.0625,0.041666666666666664,0.09375,0.0625,0.375,0.3645833333333333,96,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.42857142857142855,7,7,1
2488,1,31395.0,80,58,1,0,0,0,2,18.7,0.359375,0.015625,0.390625,0.0,0.125,0.109375,64,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,6,6,0
9999,2,75276.0,2,49,0,0,1,0,0,24.6,0.5865384615384616,0.10096153846153846,0.1201923076923077,0.13173076923076923,0.04038461538461539,0.020192307692307693,1040,0.045454545454545456,0.4090909090909091,0.18181818181818182,0.4090909090909091,5,22,0
7617,2,42373.0,83,40,0,1,0,0,2,13.866666666666667,0.4110429447852761,0.03067484662576687,0.37423312883435583,0.018404907975460124,0.049079754601226995,0.1165644171779141,163,0.625,0.25,0.125,0.625,5,8,0
615,2,30507.0,29,54,0,0,1,0,0,19.1,0.18950437317784258,0.10495626822157435,0.21574344023323616,0.11078717201166181,0.05830903790087463,0.3206997084548105,343,0.1,0.5,0.1,0.4,7,10,0
2552,4,55521.0,11,59,0,1,0,0,3,11.6,0.9327354260089686,0.0,0.05829596412556054,0.0,0.0,0.008968609865470852,446,0.6,0.4,0.2,0.4,7,15,2
194,2,48006.0,55,49,0,0,1,0,2,3.933333333333333,0.5609756097560976,0.0,0.2682926829268293,0.07317073170731707,0.04878048780487805,0.04878048780487805,41,0.25,0.25,0.0,0.75,6,4,0
3645,4,27213.0,19,42,0,1,0,0,1,25.533333333333335,0.2714285714285714,0.04285714285714286,0.37142857142857144,0.14285714285714285,0.12857142857142856,0.04285714285714286,70,0.5,0.3333333333333333,0.0,0.6666666666666666,8,6,1
8890,4,65808.0,1,43,1,0,0,0,2,4.266666666666667,0.5698529411764706,0.025735294117647058,0.29411764705882354,0.04779411764705882,0.025735294117647058,0.03676470588235294,272,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.45454545454545453,6,11,0
5049,4,30351.0,19,40,0,0,1,0,1,16.2,0.30434782608695654,0.0,0.5217391304347826,0.06521739130434782,0.06521739130434782,0.043478260869565216,46,0.2,0.6,0.0,0.4,9,5,0
9973,2,50437.0,28,51,0,0,1,0,2,23.933333333333334,0.7551020408163265,0.018367346938775512,0.18775510204081633,0.012244897959183673,0.018367346938775512,0.00816326530612245,490,0.1875,0.4375,0.0625,0.5,7,16,0
7301,1,23616.0,76,32,0,1,0,0,1,22.9,0.05063291139240506,0.27848101265822783,0.13924050632911392,0.0379746835443038,0.08860759493670886,0.4050632911392405,79,0.3333333333333333,0.5,0.0,0.5,8,6,1
10882,2,53858.0,50,38,0,0,1,0,1,23.166666666666668,0.4448087431693989,0.05792349726775956,0.24153005464480876,0.0633879781420765,0.16393442622950818,0.02841530054644809,915,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.46153846153846156,4,13,0
7030,4,66465.0,1,59,0,0,1,0,1,18.466666666666665,0.8080808080808081,0.0,0.13737373737373737,0.02558922558922559,0.019528619528619527,0.009427609427609427,1485,0.09375,0.34375,0.28125,0.375,6,32,1
7422,2,46923.0,90,27,0,1,0,0,1,25.8,0.23035230352303523,0.11924119241192412,0.14634146341463414,0.2764227642276423,0.21138211382113822,0.016260162601626018,369,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.5384615384615384,7,13,0
3523,2,75072.0,83,52,0,0,1,0,1,20.666666666666668,0.543336439888164,0.03168685927306617,0.287977632805219,0.0,0.02050326188257223,0.11649580615097857,1073,0.11764705882352941,0.29411764705882354,0.23529411764705882,0.47058823529411764,3,17,0
7106,4,75865.0,73,71,0,0,1,0,0,6.266666666666667,0.3888888888888889,0.0,0.4758454106280193,0.12560386473429952,0.0,0.00966183574879227,1242,0.05555555555555555,0.16666666666666666,0.2777777777777778,0.5555555555555556,1,18,0
6504,1,19789.0,24,39,0,0,1,0,1,10.633333333333333,0.02564102564102564,0.0641025641025641,0.11538461538461539,0.358974358974359,0.07692307692307693,0.358974358974359,78,0.5,0.3333333333333333,0.16666666666666666,0.5,5,6,1
5067,2,80134.0,11,20,0,0,1,0,0,7.766666666666667,0.7010159651669086,0.018867924528301886,0.204644412191582,0.03773584905660377,0.018867924528301886,0.018867924528301886,1378,0.05,0.1,0.35,0.55,5,20,4
4216,2,91065.0,33,33,0,1,0,0,0,19.666666666666668,0.5576662143826323,0.0773405698778833,0.07327001356852103,0.12143826322930801,0.09294436906377204,0.0773405698778833,1474,0.04,0.28,0.36,0.36,3,25,3
8581,3,49505.0,4,43,0,0,1,0,2,19.3,0.8042609853528628,0.0,0.13315579227696406,0.02529960053262317,0.0,0.037283621837549935,751,0.45,0.5,0.1,0.4,8,20,0
5929,4,37401.0,14,41,0,0,1,0,1,5.066666666666666,0.3958333333333333,0.0625,0.3958333333333333,0.0625,0.020833333333333332,0.0625,48,0.4,0.4,0.0,0.6,7,5,0
3129,2,30096.0,30,31,0,0,1,0,1,4.533333333333333,0.1111111111111111,0.06666666666666667,0.24444444444444444,0.26666666666666666,0.1111111111111111,0.2,45,0.2,0.4,0.0,0.6,6,5,0
6528,3,18492.0,75,32,0,0,1,0,1,4.066666666666666,0.2,0.2,0.2,0.2,0.1,0.1,10,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,8,3,0
1361,3,82584.0,26,40,0,0,1,0,0,16.266666666666666,0.7498257839721254,0.047386759581881537,0.07177700348432056,0.020209059233449476,0.06341463414634146,0.047386759581881537,1435,0.06666666666666667,0.2,0.26666666666666666,0.5333333333333333,1,15,3
6932,4,93027.0,77,73,0,0,1,0,0,18.0,0.6064181217555451,0.019820670127418595,0.3378952336007551,0.02595563945257197,0.0,0.009910335063709298,2119,0.0,0.3181818181818182,0.45454545454545453,0.22727272727272727,2,22,1
7284,2,48686.0,8,61,0,0,1,0,3,10.166666666666666,0.5,0.0,0.35,0.1,0.0,0.05,20,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,8,3,0
1340,2,92910.0,42,28,0,0,1,0,0,5.466666666666667,0.30696378830083565,0.07632311977715878,0.44122562674094706,0.09972144846796657,0.05738161559888579,0.01838440111420613,1795,0.038461538461538464,0.23076923076923078,0.2692307692307692,0.5,1,26,3
8746,2,75433.0,28,25,0,0,1,0,1,6.1,0.6734006734006734,0.0,0.25,0.0,0.02861952861952862,0.047979797979797977,1188,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.5882352941176471,6,17,2
5987,1,10404.0,52,25,0,0,1,0,1,5.133333333333334,0.046511627906976744,0.046511627906976744,0.2558139534883721,0.23255813953488372,0.13953488372093023,0.27906976744186046,43,0.4,0.2,0.0,0.8,5,5,0
3767,2,61314.0,1,46,0,0,1,0,1,17.6,0.375,0.0,0.1875,0.09623015873015874,0.17063492063492064,0.17063492063492064,1008,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.5454545454545454,3,22,0
3725,4,84865.0,1,53,0,1,0,0,0,17.133333333333333,0.7393364928909952,0.009478672985781991,0.20675355450236968,0.0254739336492891,0.009478672985781991,0.009478672985781991,1688,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.6,4,15,5
4324,2,42387.0,42,25,0,0,1,0,1,23.533333333333335,0.3435672514619883,0.0,0.3435672514619883,0.027777777777777776,0.005847953216374269,0.27923976608187134,684,0.3125,0.5,0.0625,0.4375,8,16,0
238,1,67309.0,76,47,0,0,1,0,2,20.666666666666668,0.47597042513863214,0.04343807763401109,0.16728280961182995,0.1377079482439926,0.0878003696857671,0.0878003696857671,1082,0.625,0.375,0.25,0.375,7,24,0
6694,2,75236.0,27,50,0,0,1,0,1,10.466666666666667,0.4101123595505618,0.06179775280898876,0.37453183520599254,0.011235955056179775,0.035580524344569285,0.10674157303370786,1068,0.041666666666666664,0.3333333333333333,0.125,0.5416666666666666,4,24,0
498,2,30015.0,28,44,0,1,0,0,1,8.166666666666666,0.43859649122807015,0.0,0.38596491228070173,0.03508771929824561,0.05263157894736842,0.08771929824561403,57,0.4,0.2,0.0,0.8,5,5,0
9347,3,50943.0,49,58,0,0,1,0,1,15.7,0.6739130434782609,0.0,0.15217391304347827,0.043478260869565216,0.0,0.13043478260869565,46,0.25,0.25,0.0,0.75,5,4,0
9699,2,67272.0,12,48,1,0,0,0,1,9.6,0.4870395634379263,0.047748976807639835,0.36971350613915416,0.03819918144611187,0.03819918144611187,0.019099590723055934,733,0.15,0.3,0.1,0.6,5,20,0
10664,3,51529.0,14,65,0,0,0,1,1,13.1,0.8565310492505354,0.008565310492505354,0.07494646680942184,0.01284796573875803,0.0,0.047109207708779445,467,0.13333333333333333,0.6,0.06666666666666667,0.3333333333333333,8,15,0
5455,4,32011.0,89,43,0,0,1,0,1,13.633333333333333,0.8114754098360656,0.0,0.12295081967213115,0.01639344262295082,0.00819672131147541,0.040983606557377046,122,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,7,7,0
456,1,7500.0,96,28,0,0,1,0,1,20.166666666666668,0.027777777777777776,0.3055555555555556,0.1388888888888889,0.1111111111111111,0.16666666666666666,0.25,36,0.4,0.4,0.0,0.6,8,5,0
5012,2,28691.0,56,25,0,0,1,0,1,15.266666666666667,0.14705882352941177,0.11764705882352941,0.38235294117647056,0.23529411764705882,0.0,0.11764705882352941,34,0.25,0.25,0.0,0.75,8,4,0
7495,4,56223.0,72,66,0,0,1,0,1,9.633333333333333,0.4935897435897436,0.1794871794871795,0.1987179487179487,0.10256410256410256,0.0,0.02564102564102564,156,0.25,0.25,0.125,0.625,4,8,0
5029,2,18100.0,14,68,0,0,1,0,0,14.166666666666666,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.07142857142857142,14,0.3333333333333333,0.0,0.0,1.0,5,3,0
10642,2,30279.0,13,25,0,1,0,0,1,21.466666666666665,0.2702702702702703,0.10810810810810811,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.02702702702702703,37,0.25,0.25,0.0,0.75,8,4,0
2106,1,20130.0,99,40,0,0,1,0,0,6.733333333333333,0.0,0.17647058823529413,0.08823529411764706,0.20588235294117646,0.17647058823529413,0.35294117647058826,34,0.25,0.25,0.0,0.75,8,4,0
10364,2,23295.0,72,55,1,0,0,0,0,14.966666666666667,0.0,0.0,0.05,0.1,0.6,0.25,20,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,8,3,0
5954,3,42618.0,92,42,1,0,0,0,1,12.033333333333333,0.3958333333333333,0.07291666666666667,0.3854166666666667,0.06770833333333333,0.026041666666666668,0.052083333333333336,192,0.2222222222222222,0.5555555555555556,0.0,0.4444444444444444,8,9,0
1137,2,81246.0,87,50,0,1,0,0,0,9.333333333333334,0.2886149383611313,0.13778100072516317,0.38941261783901376,0.04423495286439449,0.11312545322697606,0.026831036983321246,1379,0.0625,0.25,0.3125,0.4375,1,16,2
2541,2,24027.0,7,38,0,0,1,0,1,16.1,0.2916666666666667,0.14583333333333334,0.22916666666666666,0.22916666666666666,0.0,0.10416666666666667,48,0.4,0.4,0.0,0.6,8,5,0
1142,4,55707.0,91,61,0,0,1,0,1,9.566666666666666,0.48598130841121495,0.016355140186915886,0.19158878504672897,0.07009345794392523,0.1542056074766355,0.08177570093457943,428,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.6428571428571429,3,14,0
2276,2,57959.0,71,59,0,1,0,0,1,17.366666666666667,0.49539170506912444,0.018433179723502304,0.3709677419354839,0.04953917050691244,0.027649769585253458,0.038018433179723504,868,0.22727272727272727,0.18181818181818182,0.3181818181818182,0.5,3,22,0
2807,2,56796.0,24,45,0,0,1,0,1,19.866666666666667,0.6553446553446554,0.03796203796203796,0.16083916083916083,0.061938061938061936,0.04695304695304695,0.03696303696303696,1001,0.125,0.3333333333333333,0.375,0.2916666666666667,7,24,0
6471,3,36230.0,17,43,0,1,0,0,1,11.766666666666667,0.23728813559322035,0.03389830508474576,0.5084745762711864,0.13559322033898305,0.03389830508474576,0.05084745762711865,59,0.16666666666666666,0.3333333333333333,0.0,0.6666666666666666,5,6,0
6131,1,70829.0,87,34,0,0,1,0,2,10.266666666666667,0.3271461716937355,0.16241299303944315,0.2459396751740139,0.16705336426914152,0.04408352668213457,0.05336426914153132,431,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,3,14,0
6233,2,65991.0,21,38,0,0,1,0,1,25.266666666666666,0.5221421215242018,0.01956745623069001,0.3748712667353244,0.025746652935118436,0.04840370751802266,0.009268795056642637,971,0.125,0.375,0.20833333333333334,0.4166666666666667,7,24,0
4148,2,38988.0,90,42,0,0,1,0,3,25.866666666666667,0.47126436781609193,0.06896551724137931,0.2959770114942529,0.034482758620689655,0.008620689655172414,0.1206896551724138,348,0.5833333333333334,0.4166666666666667,0.08333333333333333,0.5,8,12,0
4947,1,89572.0,44,48,0,1,0,0,0,25.0,0.29431762991743565,0.011656143759106362,0.47304516755706655,0.09567751335599806,0.09422049538610976,0.03108305002428363,2059,0.043478260869565216,0.30434782608695654,0.30434782608695654,0.391304347826087,4,23,3
3225,3,42207.0,71,30,0,0,1,0,1,18.4,0.4377358490566038,0.04150943396226415,0.27169811320754716,0.011320754716981131,0.06415094339622641,0.17358490566037735,265,0.4,0.4,0.1,0.5,6,10,2
7540,2,50300.0,52,62,0,0,1,0,1,4.433333333333334,0.5296296296296297,0.05555555555555555,0.2222222222222222,0.08888888888888889,0.08518518518518518,0.018518518518518517,270,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.7272727272727273,2,11,0
10648,1,66664.0,78,32,0,0,1,0,0,24.666666666666668,0.30876648564778897,0.07447633824670287,0.3467804499612102,0.17067494181536075,0.07447633824670287,0.02482544608223429,1289,0.05555555555555555,0.2777777777777778,0.3888888888888889,0.3333333333333333,3,18,0
1992,2,60597.0,2,50,0,0,1,0,1,9.233333333333333,0.5845464725643897,0.0,0.2877939529675252,0.03583426651735722,0.01791713325867861,0.07390817469204927,893,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.6666666666666666,7,12,2
7851,2,70165.0,60,65,0,0,0,1,0,12.6,0.17386609071274298,0.0,0.2732181425485961,0.21490280777537796,0.20626349892008639,0.13174946004319654,926,0.047619047619047616,0.14285714285714285,0.3333333333333333,0.5238095238095238,1,21,0
8594,4,50520.0,25,56,0,0,0,1,1,8.333333333333334,0.8296296296296296,0.0,0.044444444444444446,0.014814814814814815,0.007407407407407408,0.1037037037037037,135,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.42857142857142855,6,7,0
7059,2,80124.0,47,51,0,0,1,0,0,3.3666666666666667,0.3230769230769231,0.05618729096989967,0.2662207357859532,0.13712374581939799,0.05618729096989967,0.16120401337792642,1495,0.05555555555555555,0.16666666666666666,0.3888888888888889,0.4444444444444444,1,18,1
2815,2,33183.0,46,39,0,0,1,0,1,7.433333333333334,0.058333333333333334,0.041666666666666664,0.325,0.14166666666666666,0.125,0.30833333333333335,120,0.2857142857142857,0.5714285714285714,0.0,0.42857142857142855,7,7,0
2416,4,66582.0,83,45,0,1,0,0,0,7.2,0.6125776397515528,0.019409937888198756,0.32608695652173914,0.012422360248447204,0.029503105590062112,0.0,1288,0.05263157894736842,0.10526315789473684,0.42105263157894735,0.47368421052631576,1,19,0
